assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
1,0,178,100,100,8,230046,None,,0,0,-1,1,184.3,100,71,None,,0,3,1.8,2.3,0,Douglas Luiz,1.8,18,0,48.0,161,84,52,False,198.0,177,69,1403,,2020-12-12T15:00:17.663312Z,49,0,0,None,0,,230046.jpg,2.4,1,0,Soares de Paulo,0.2,False,None,a,2,7,96.0,181,96,38,26097,39,39119,171,0.4,7.8,Douglas Luiz,2
1,4,124,100,100,4,88894,2,,0,0,-1,1,255.0,59,42,2,,1,3,1.2,1.7,0,Ross,1.2,9,2,67.1,83,50,106,False,154.6,217,88,640,,2020-11-21T17:30:18.042216Z,59,0,0,None,0,,88894.jpg,3.8,0,0,Barkley,0.8,False,None,a,2,7,261.0,62,35,38,471046,218,468693,311,0.2,6.4,Barkley,0
2,5,309,100,100,8,199796,None,,0,0,0,0,233.7,71,15,None,,0,2,3.4,3.9,0,Matthew,3.4,18,0,63.1,93,17,496,False,329.8,69,25,1402,,2020-12-12T15:00:18.751526Z,50,0,0,None,0,,199796.jpg,3.9,0,0,Cash,1.2,False,None,a,2,7,67.0,228,65,62,151074,936,95679,770,0.7,12.4,Cash,5
4,6,251,None,None,9,178301,None,,0,0,1,-1,297.2,45,3,None,,3,4,2.4,2.9,0,Ollie,2.4,18,7,146.2,12,3,514,False,381.0,45,7,1530,,None,61,0,1,3,0,,178301.jpg,4.5,0,0,Watkins,12.5,False,None,a,2,7,790.0,6,3,77,1962904,17392,1128282,6147,0.4,12.6,Watkins,1
2,3,205,100,100,5,110504,4,,0,0,-1,1,194.6,93,65,5,,1,3,4.0,4.5,0,Bertrand,4.0,8,4,76.9,66,38,540,False,244.2,142,53,753,,2020-11-01T14:30:23.727526Z,59,0,0,None,0,,110504.jpg,3.8,0,0,Traoré,0.7,False,None,a,2,7,329.0,48,24,57,89872,1130,41921,1119,0.7,9.7,Traoré,0
0,0,20,None,None,1,232653,None,,0,0,0,0,13.8,355,177,None,,0,3,0.8,1.3,0,Jacob,0.8,2,0,5.2,397,177,554,False,8.6,433,186,147,,None,45,0,0,None,0,,232653.jpg,1.3,0,0,Ramsey,0.1,False,None,a,2,7,31.0,305,152,9,12187,28,9483,58,0.2,2.0,Ramsey,0
0,0,0,0,0,0,20529,None,,0,0,-2,2,0.0,589,72,None,,0,4,0.0,0.0,0,Glenn,0.0,0,0,0.0,602,73,53,False,0.0,599,70,0,Joined Watford on loan until the end of the season on 1/9. - Expected back 01 Jul,2020-09-02T09:00:10.449975Z,48,0,0,None,0,,20529.jpg,0.0,0,0,Murray,0.1,False,None,u,3,36,0.0,582,73,0,5020,0,18269,12,0.0,0.0,Murray,0
1,0,117,50,50,3,39155,5,,0,0,-3,3,196.4,91,64,None,,0,3,-0.1,0.3,0,Adam,0.2,8,0,40.0,202,98,54,False,90.6,293,125,764,Lack of match fitness - 50% chance of playing,2021-01-07T17:00:15.322102Z,62,0,0,None,0,,39155.jpg,1.9,0,0,Lallana,0.3,False,None,d,3,36,117.0,163,89,27,14352,2,83179,48,0.0,4.4,Lallana,0
2,6,187,None,None,2,60307,1,,0,0,-2,2,349.9,29,22,3,,0,3,0.5,1.5,0,Pascal,1.0,12,2,70.5,75,43,57,False,225.2,156,60,803,,None,58,0,0,1,0,,60307.jpg,3.1,0,0,Groß,0.3,False,None,a,3,36,130.0,147,78,46,109363,5,105608,422,0.2,7.9,Groß,1
0,0,0,0,0,0,61933,None,,0,0,-2,2,0.0,496,201,None,,0,2,0.0,0.0,0,Shane,0.0,0,0,0.0,521,201,58,False,0.0,514,201,0,Joined Celtic on loan until the end of the season on 2/9. - Expected back 01 Jul,2020-09-02T09:00:10.465117Z,43,0,0,None,0,,61933.jpg,0.0,0,0,Duffy,0.0,False,None,u,3,36,0.0,480,191,0,662,0,5402,3,0.0,0.0,Duffy,0
0,0,23,100,100,0,66242,None,,0,0,-2,2,4.4,399,186,None,,0,3,0.7,1.7,0,Davy,1.2,2,0,7.3,376,169,59,False,16.2,412,177,188,,2020-12-04T02:00:20.275754Z,48,0,0,None,0,,66242.jpg,1.5,0,0,Pröpper,0.0,False,None,a,3,36,52.0,262,135,6,1517,4,6323,16,0.3,1.2,Pröpper,0
0,0,0,0,0,0,74471,None,,0,0,0,0,0.0,613,246,None,,0,3,0.0,0.0,0,Aaron,0.0,0,0,0.0,624,246,60,False,0.0,621,246,0,Joined Shanghai SIPG on a permanent deal on 28/8,2020-08-29T10:00:06.731343Z,50,0,0,None,0,,74471.jpg,0.0,0,0,Mooy,0.0,False,None,u,3,36,0.0,609,246,0,9990,0,11275,1,0.0,0.0,Mooy,0
0,0,122,None,None,2,78916,None,,0,0,-3,3,52.3,256,65,None,,0,2,1.1,2.1,0,Dan,1.6,14,0,21.7,295,97,61,False,107.0,275,104,911,,None,42,1,0,None,0,,78916.jpg,1.8,0,0,Burn,0.4,False,None,a,3,36,62.0,240,69,21,21349,205,48618,153,0.4,5.0,Burn,3
0,6,258,100,100,3,83299,None,,0,0,-2,2,60.8,232,56,1,,1,2,3.1,4.1,0,Lewis,3.6,26,2,56.2,118,28,62,False,326.4,72,26,1440,,2020-10-18T15:00:19.802843Z,48,1,0,None,0,,83299.jpg,2.8,1,0,Dunk,2.6,False,None,a,3,36,175.0,105,10,45,129250,283,512740,753,0.8,9.4,Dunk,4
0,0,0,0,0,0,86153,None,,0,0,0,0,0.0,541,214,None,,0,2,0.0,0.0,0,Martín,0.0,0,0,0.0,561,214,63,False,0.0,555,214,0,Joined Real Betis on a permanent deal on 25/8,2020-08-25T16:00:07.591453Z,45,0,0,None,0,,86153.jpg,0.0,0,0,Montoya,0.0,False,None,u,3,36,0.0,530,208,0,210,0,1032,0,0.0,0.0,Montoya,0
0,0,0,0,0,0,93284,None,,0,0,-2,2,0.0,597,74,None,,0,4,0.0,0.0,0,Florin,0.0,0,0,0.0,609,75,64,False,0.0,606,72,0,Knee injury - Unknown return date,2020-09-12T09:00:10.364918Z,48,0,0,None,0,,93284.jpg,0.0,0,0,Andone,0.1,False,None,i,3,36,0.0,590,75,0,12272,13,29930,11,0.0,0.0,Andone,0
2,6,243,100,100,4,109345,2,,0,0,0,0,350.4,28,21,5,,1,3,0.9,1.9,0,Solomon,1.4,25,2,90.7,45,28,65,False,321.2,77,26,1424,,2020-11-26T14:00:20.548223Z,50,0,0,None,0,,109345.jpg,3.3,0,0,March,1.2,False,None,a,3,36,236.0,73,40,60,291003,420,219500,2428,0.3,12.0,March,0
0,0,258,None,None,4,110735,None,,0,0,-1,1,75.7,215,49,None,,0,2,1.3,2.3,0,Adam,1.8,26,0,55.2,127,31,66,False,285.4,109,44,1620,,None,44,0,0,None,0,,110735.jpg,2.3,0,0,Webster,1.5,False,None,a,3,36,192.0,96,8,41,98518,246,186999,636,0.4,9.3,Webster,3
0,4,180,None,None,2,111478,None,,0,0,-2,2,137.6,144,31,None,,1,2,1.7,2.7,0,Joël,2.2,17,0,38.7,207,60,67,False,225.4,155,61,1039,,None,43,0,0,None,0,,111478.jpg,2.1,0,0,Veltman,0.4,False,None,a,3,36,24.0,322,108,29,56816,154,54773,260,0.5,6.7,Veltman,2
1,10,227,100,100,3,115382,None,,0,0,-4,4,147.4,135,18,None,,1,4,3.1,4.1,0,Neal,3.6,23,7,107.0,33,11,68,False,302.8,93,11,1218,,2020-11-28T15:00:19.358197Z,61,0,1,2,0,,115382.jpg,4.1,0,0,Maupay,3.3,False,None,a,3,36,623.0,17,8,69,804200,1910,740537,3321,0.6,11.3,Maupay,0
4,5,173,100,100,4,116216,3,,0,0,-3,3,404.9,20,16,None,,1,3,2.9,3.9,0,Leandro,3.4,21,1,84.7,52,30,69,False,188.8,183,73,1181,,2020-11-07T00:00:21.373051Z,57,0,0,None,0,,116216.jpg,3.4,0,0,Trossard,0.6,False,None,a,3,36,255.0,66,36,55,265247,32,275914,462,0.6,9.6,Trossard,1
1,0,62,0,0,0,165210,None,,0,0,-1,1,94.5,198,122,None,,0,3,0.0,0.0,0,Alireza,0.2,6,0,28.8,254,119,71,False,51.4,348,151,249,Knock - Expected back 06 Feb,2021-01-11T22:30:26.203805Z,54,0,0,None,0,,165210.jpg,1.2,0,0,Jahanbakhsh,0.0,False,None,i,3,36,143.0,136,74,13,1813,1,4455,9,0.0,2.4,Jahanbakhsh,2
0,0,0,0,0,0,167473,None,,0,0,0,0,0.0,629,254,None,,0,3,0.0,0.0,0,José,0.0,0,0,0.0,633,254,72,False,0.0,630,254,0,Hamstring injury - Unknown return date,2020-08-15T10:00:11.482611Z,55,0,0,None,0,,167473.jpg,0.0,0,0,Izquierdo,0.0,False,None,i,3,36,0.0,629,254,0,10140,5,10086,4,0.0,0.0,Izquierdo,0
0,0,0,0,0,0,178173,None,,0,0,-1,1,0.0,528,213,None,,0,2,0.0,0.0,0,Matthew,0.0,0,0,0.0,550,213,73,False,0.0,543,213,0,Joined Derby County on loan until the end of the season on 26/8. - Expected back 01 Jul,2020-08-26T10:30:05.746418Z,44,0,0,None,0,,178173.jpg,0.0,0,0,Clarke,0.0,False,None,u,3,36,0.0,516,207,0,339,0,699,1,0.0,0.0,Clarke,0
0,0,263,100,100,4,198869,None,,0,0,-1,1,94.8,194,45,None,,0,2,1.3,2.3,0,Ben,1.8,28,0,37.9,213,66,74,False,244.4,141,57,1579,,2020-09-14T21:30:11.221083Z,44,0,0,None,0,,198869.jpg,2.3,0,0,White,1.1,False,None,a,3,36,38.0,289,94,41,96812,299,133164,544,0.4,9.3,White,2
0,0,30,0,0,0,209362,None,,0,0,-1,1,32.4,304,95,None,,0,2,0.0,0.0,0,Bernardo,0.8,3,0,12.8,345,122,75,False,27.2,386,152,205,Joined Red Bull Salzburg on loan until the end of the season on 19/1,2021-01-20T23:30:17.856679Z,39,0,0,None,0,,209362.jpg,1.7,0,0,Fernandes da Silva Junior,6.4,False,None,u,3,36,69.0,223,63,5,319447,0,733105,5056,0.2,1.3,Bernardo,0
0,2,211,100,100,3,227127,None,,0,0,0,0,131.9,150,94,2,,0,3,0.1,1.1,0,Yves,0.6,25,1,47.0,163,85,76,False,238.2,147,55,1402,,2021-01-02T20:30:19.121459Z,45,0,0,None,0,,227127.jpg,2.0,1,0,Bissouma,2.0,False,None,a,3,36,102.0,176,94,34,314299,193,469886,2154,0.1,7.6,Bissouma,5
3,2,156,0,0,2,232792,None,,0,0,2,-2,162.9,120,24,None,,0,2,0.0,0.0,0,Tariq,0.0,15,1,46.7,165,42,77,False,147.8,223,87,887,Hamstring injury - Unknown return date,2020-12-18T14:00:20.367107Z,47,0,0,None,0,,232792.jpg,3.2,1,0,Lamptey,3.6,False,None,i,3,36,156.0,121,19,35,1219603,38,1208060,3820,0.0,7.4,Lamptey,2
1,2,78,50,50,1,233425,None,,0,0,-3,3,59.4,235,37,None,,0,4,0.2,0.8,0,Aaron,1.0,13,2,37.4,216,35,78,False,98.8,279,34,576,Lack of match fitness - 50% chance of playing,2021-01-02T20:30:19.147753Z,52,0,0,None,0,,233425.jpg,2.7,0,0,Connolly,0.3,False,None,d,3,36,217.0,83,34,30,76729,30,101774,108,0.2,5.8,Connolly,0
0,0,74,100,100,2,235382,None,,0,0,-2,2,105.0,177,109,None,,0,3,-0.5,0.5,0,Steven,0.0,13,0,19.6,306,144,79,False,61.0,339,147,520,,2021-01-11T22:30:26.268264Z,43,0,0,None,0,,235382.jpg,1.8,0,0,Alzate,0.8,False,None,a,3,36,29.0,309,156,14,177274,119,157032,1203,0.0,3.3,Alzate,1
1,3,67,100,100,1,243016,4,,0,0,-2,2,53.6,251,149,4,,0,3,1.5,2.5,0,Alexis,2.0,3,1,16.6,321,152,80,False,79.2,305,128,278,,2020-12-10T14:30:18.486416Z,53,0,0,None,0,,243016.jpg,3.1,0,0,Mac Allister,0.0,False,None,a,3,36,35.0,298,149,22,3136,6,5777,15,0.4,4.2,Mac Allister,0
0,0,0,100,100,0,108813,None,,0,0,0,0,0.0,461,18,None,,0,1,-0.5,0.5,0,Christian,0.0,0,0,0.0,489,44,503,False,0.0,482,44,0,,2020-09-12T09:00:11.155698Z,40,0,0,None,0,,108813.jpg,0.0,0,0,Walton,1.3,False,None,a,3,36,0.0,438,13,0,54538,332,76100,170,0.0,0.0,Walton,0
0,0,0,None,None,0,49262,None,,0,0,0,0,0.0,457,14,None,,0,1,-0.5,0.5,0,Jason,0.0,0,0,0.0,486,41,528,False,0.0,479,41,0,,None,40,0,0,None,0,,49262.jpg,0.0,0,0,Steele,0.7,False,None,a,3,36,0.0,434,9,0,81272,79,43984,133,0.0,0.0,Steele,0
0,0,3,0,0,0,220738,None,,0,0,0,0,0.0,554,216,None,,0,3,0.0,0.0,0,Jayson,0.0,0,0,0.0,571,217,550,False,0.0,566,216,1,Joined Preston North End on loan until the end of the season on 5/1. - Expected back 01 Jul,2021-01-11T12:00:22.222847Z,45,0,0,None,0,,220738.jpg,1.0,0,0,Molumby,0.0,False,None,u,3,36,0.0,543,215,1,2278,0,2098,6,0.0,0.2,Molumby,0
0,0,3,None,None,0,204676,None,,0,0,0,0,5.1,394,55,None,,0,4,-0.3,0.7,0,Andi,0.2,0,0,6.8,382,49,574,False,0.4,461,57,63,,None,50,0,0,None,0,,204676.jpg,1.0,0,0,Zeqiri,0.1,False,None,a,3,36,63.0,239,47,2,8374,48,6285,51,0.0,0.4,Zeqiri,0
2,6,114,0,0,2,50175,None,,0,0,0,0,94.8,196,30,None,,1,4,0.0,0.0,0,Danny,0.0,9,2,46.3,168,32,588,False,111.8,269,32,620,Knee injury - Unknown return date,2020-12-30T00:00:15.304730Z,55,0,0,None,0,,50175.jpg,4.0,0,0,Welbeck,0.4,False,None,i,3,36,256.0,65,28,36,187114,7,167677,767,0.0,6.5,Welbeck,0
0,3,140,None,None,2,215059,None,,0,0,-1,1,0.0,530,47,None,,0,1,2.1,3.1,0,Robert,2.6,10,0,18.0,316,20,597,False,180.0,192,20,720,,None,44,0,0,None,0,,215059.jpg,3.2,0,21,Sánchez,1.2,False,None,a,3,36,0.0,518,43,26,132413,1741,41591,627,0.6,5.9,Sánchez,0
0,0,14,None,None,0,230127,None,,0,0,0,0,11.5,370,180,None,,0,3,0.5,1.5,0,Percy,1.0,1,0,2.5,427,185,627,False,7.6,435,187,84,,None,55,0,0,None,0,,230127.jpg,1.5,0,0,Tau,0.0,False,None,a,3,36,6.0,387,182,3,4642,37,1426,142,0.2,0.5,Tau,0
0,0,0,100,100,0,243505,None,,0,0,0,0,0.0,617,249,None,,0,3,-0.5,0.5,0,Jakub,0.0,0,0,0.0,627,249,628,False,0.0,624,249,0,,2021-01-14T22:00:27.325395Z,50,0,0,None,0,,243505.jpg,0.0,0,0,Moder,0.0,False,None,a,3,36,0.0,614,249,0,374,10,114,4,0.0,0.0,Moder,0
0,0,3,None,None,0,465572,None,,0,0,0,0,0.0,572,230,None,,0,3,-0.2,0.8,0,Reda,0.3,0,0,0.2,465,197,630,False,0.0,584,230,4,,None,45,0,0,None,0,,465572.jpg,1.0,0,0,Khadra,0.0,False,None,a,3,36,2.0,400,187,1,120,1,65,3,0.1,0.2,Khadra,0
0,0,0,None,None,0,244848,None,,0,0,0,0,0.0,559,221,None,,0,3,-0.5,0.5,0,Teddy,0.0,0,0,0.0,576,222,631,False,0.0,571,221,0,,None,45,0,0,None,0,,244848.jpg,0.0,0,0,Jenks,0.0,False,None,a,3,36,0.0,548,220,0,63,2,28,3,0.0,0.0,Jenks,0
0,0,0,None,None,0,215062,None,,0,0,0,0,0.0,551,214,None,,0,3,-0.5,0.5,0,Max,0.0,0,0,0.0,568,215,632,False,0.0,562,213,0,,None,45,0,0,None,0,,215062.jpg,0.0,0,0,Sanders,0.0,False,None,a,3,36,0.0,540,213,0,68,4,30,3,0.0,0.0,Sanders,0
0,0,0,None,None,0,440241,None,,0,0,0,0,0.0,563,224,None,,0,3,-0.5,0.5,0,Jensen,0.0,0,0,0.0,580,225,633,False,0.0,575,224,0,,None,45,0,0,None,0,,440241.jpg,0.0,0,0,Weir,0.0,False,None,a,3,36,0.0,552,223,0,135,10,53,11,0.0,0.0,Weir,0
0,0,31,100,100,0,40845,None,,0,0,-2,2,7.9,383,182,None,,0,3,-0.8,-0.3,0,Dale,0.2,4,0,7.8,371,167,55,False,28.8,383,164,229,,2020-11-06T20:30:19.624560Z,43,0,0,None,0,,40845.jpg,1.4,0,0,Stephens,4.2,False,None,a,4,90,41.0,283,143,7,326086,519,910534,3382,0.0,1.6,Stephens,0
0,3,240,100,100,7,17761,None,,0,0,-2,2,56.7,238,57,None,,0,2,2.8,3.3,0,James,3.8,17,0,54.1,136,32,81,False,317.4,80,29,1440,,2020-09-17T22:00:10.017429Z,53,0,0,None,0,,17761.jpg,3.6,0,0,Tarkowski,2.3,False,None,a,4,90,163.0,113,14,57,106127,280,333091,680,0.7,10.8,Tarkowski,2
0,0,24,100,100,0,17997,None,,0,0,-1,1,12.9,358,133,None,,0,2,-1.0,-0.5,0,Phil,0.0,8,0,5.1,400,151,82,False,31.4,380,149,270,,2020-11-29T21:30:18.549331Z,44,0,0,None,0,,17997.jpg,0.3,0,0,Bardsley,0.2,False,None,a,4,90,6.0,383,146,1,12053,15,41325,36,0.0,0.2,Bardsley,2
0,2,91,100,100,2,39487,5,,0,0,-2,2,21.0,332,117,None,,0,2,1.6,2.1,0,Erik,2.6,8,0,12.1,351,127,83,False,63.6,336,130,575,,2020-10-22T13:30:13.791092Z,43,1,0,None,0,,39487.jpg,2.1,0,0,Pieters,0.5,False,None,a,4,90,37.0,293,96,23,57087,145,107207,494,0.6,5.3,Pieters,0
0,0,0,100,100,0,40145,None,,0,0,0,0,0.0,610,244,None,,0,3,-1.0,-0.5,0,Jack,0.0,0,0,0.0,622,244,84,False,0.0,619,244,0,,2020-08-15T10:00:11.504829Z,50,0,0,None,0,,40145.jpg,0.0,0,0,Cork,0.0,False,None,a,4,90,0.0,605,244,0,10520,10,11092,5,0.0,0.0,Cork,0
0,1,76,100,100,1,41674,None,,0,0,-2,2,11.5,369,138,None,,0,2,-1.0,-0.5,0,Kevin,0.0,12,0,12.2,349,126,85,False,94.2,285,108,540,,2021-01-11T12:00:21.187814Z,43,0,0,None,0,,41674.jpg,1.8,0,0,Long,0.2,False,None,a,4,90,16.0,345,125,11,11518,24,18872,24,0.0,2.6,Long,2
1,0,53,100,100,2,44683,None,,0,0,-2,2,55.9,240,40,None,,0,4,-0.6,-0.1,0,Jay,0.4,12,0,22.0,294,42,86,False,38.8,364,41,573,,2021-01-01T10:30:18.225481Z,58,0,0,3,0,,44683.jpg,1.4,0,0,Rodriguez,0.3,False,None,a,4,90,130.0,146,40,19,15459,93,55369,74,0.1,3.3,Rodriguez,3
0,4,70,75,75,5,44699,None,,0,0,0,0,183.4,101,10,None,,0,4,1.0,1.4,0,Ashley,2.4,15,2,63.9,91,23,87,False,111.4,270,33,1020,Knock - 75% chance of playing,2021-01-25T21:30:18.928734Z,60,0,0,1,0,,44699.jpg,2.3,0,0,Barnes,0.3,False,None,d,4,90,348.0,45,23,35,42955,83,34504,608,0.4,5.8,Barnes,4
0,7,237,100,100,6,51927,None,,0,0,-1,1,24.4,324,110,None,,1,2,4.2,4.7,0,Ben,5.2,10,1,44.9,175,45,88,False,310.6,85,31,1080,,2020-09-07T00:30:12.617922Z,49,0,0,None,0,,51927.jpg,4.9,0,0,Mee,1.6,False,None,a,4,90,111.0,168,35,59,188409,1015,100275,1313,1.1,12.0,Mee,0
2,2,272,100,100,7,60551,1,,0,0,-2,2,377.9,24,19,None,,0,3,0.8,1.3,0,Ashley,1.8,22,1,70.0,76,44,89,False,248.4,137,51,1620,,2021-01-11T12:00:21.212082Z,53,0,0,None,0,,60551.jpg,2.9,0,0,Westwood,0.5,False,None,a,4,90,74.0,217,115,52,40144,29,72145,347,0.3,9.8,Westwood,4
0,0,39,100,100,2,60586,3,,0,0,-1,1,36.8,292,161,3,,0,3,-0.2,0.3,0,Johann Berg,0.8,4,0,11.9,353,160,90,False,28.6,384,165,399,,2020-12-11T16:00:20.140410Z,54,0,0,None,0,,60586.jpg,1.9,0,0,Gudmundsson,0.0,False,None,a,4,90,53.0,257,131,13,10678,2,14743,3,0.1,2.4,Gudmundsson,0
0,5,111,None,None,7,60689,None,,0,0,-3,3,173.5,107,12,None,,0,4,0.6,1.1,0,Chris,1.6,21,3,81.5,58,18,91,False,172.4,202,22,1529,,None,62,0,0,1,0,,60689.jpg,2.9,0,0,Wood,1.6,False,None,a,4,90,477.0,28,13,53,252045,222,294336,1531,0.3,8.5,Wood,0
0,2,223,100,100,6,68983,None,,0,0,-1,1,82.7,208,47,None,,0,2,2.0,2.5,0,Matthew,3.0,14,0,31.7,241,76,92,False,207.4,169,67,1260,,2020-09-30T20:00:20.120303Z,44,0,0,None,0,,68983.jpg,3.5,0,0,Lowton,1.6,False,None,a,4,90,26.0,315,106,49,188040,1337,78053,1539,0.7,11.1,Lowton,2
0,0,26,100,100,0,81183,None,,0,0,-2,2,29.3,314,45,None,,0,4,-0.6,-0.1,0,Matej,0.4,2,0,15.6,327,44,93,False,12.6,420,46,204,,2020-12-22T01:00:16.206209Z,48,0,0,None,0,,81183.jpg,1.1,0,0,Vydra,0.6,False,None,a,4,90,118.0,160,42,11,91339,269,108355,270,0.1,2.3,Vydra,0
0,0,0,0,0,0,83312,None,,0,0,-1,1,0.0,442,178,None,,0,2,0.0,0.0,0,Ben,0.0,0,0,0.0,472,178,94,False,0.0,465,178,0,Joined Norwich City on loan until the end of the season on 4/9. - Expected back 01 Jul,2020-09-05T11:00:07.592134Z,39,0,0,None,0,,83312.jpg,0.0,0,0,Gibson,0.1,False,None,u,4,90,0.0,415,158,0,6239,0,18772,23,0.0,0.0,Gibson,0
1,3,135,75,75,7,90517,4,,0,0,0,0,126.4,157,98,5,,0,3,1.3,1.7,0,Robbie,2.8,3,1,41.7,193,94,95,False,153.6,218,89,824,Knock - 75% chance of playing,2021-01-25T21:30:18.954701Z,50,0,0,None,0,,90517.jpg,2.9,0,0,Brady,0.1,False,None,d,4,90,136.0,141,77,38,12557,6,11807,230,0.6,7.6,Brady,2
0,17,369,100,100,7,98747,None,,0,0,-1,1,10.0,379,5,None,,2,1,3.6,4.1,0,Nick,4.6,17,0,49.9,154,4,96,False,489.8,12,4,1530,,2020-11-26T14:00:20.660503Z,54,0,0,None,0,,98747.jpg,5.4,0,65,Pope,10.8,False,None,a,4,90,0.0,625,70,92,455728,2784,803256,1756,0.9,17.0,Pope,0
2,3,257,50,50,5,103914,None,,0,0,0,0,137.0,145,32,None,,0,2,-0.3,0.0,0,Charlie,0.4,20,0,43.6,180,47,97,False,264.2,129,50,1316,Hamstring injury - 50% chance of playing,2021-01-21T23:00:28.895395Z,45,0,0,None,0,,103914.jpg,3.2,0,0,Taylor,2.8,False,None,d,4,90,35.0,296,99,52,592150,43,726752,3749,0.1,11.6,Taylor,1
0,0,198,75,75,7,172782,None,,0,0,-1,1,154.9,128,86,1,,0,3,0.8,1.1,0,Josh,2.0,17,0,54.2,135,74,98,False,216.6,164,63,1530,Knock - 75% chance of playing,2021-01-25T21:30:18.982874Z,49,0,0,None,0,,172782.jpg,2.4,0,0,Brownhill,0.1,False,None,d,4,90,169.0,108,61,40,7266,2,7168,96,0.4,8.2,Brownhill,1
0,0,9,100,100,0,220037,None,,0,0,0,0,0.0,469,24,None,,0,1,-1.0,-0.5,0,Bailey,0.0,5,0,0.6,454,33,99,False,6.4,439,33,90,,2021-01-11T12:00:21.252081Z,40,0,0,None,0,,220037.jpg,0.0,0,1,Peacock-Farrell,1.4,False,None,a,4,90,0.0,446,19,0,78048,145,73621,250,0.0,0.0,Peacock-Farrell,0
1,0,173,100,100,7,433154,2,,0,0,-3,3,280.7,50,36,6,,0,3,0.0,0.5,0,Dwight,1.0,19,0,54.9,130,71,100,False,200.4,175,68,1326,,2020-12-22T01:00:16.249461Z,57,0,0,None,0,,433154.jpg,2.4,0,0,McNeil,0.3,False,None,a,4,90,66.0,231,122,39,19399,10,60482,78,0.2,6.8,McNeil,1
0,0,35,100,100,0,218023,None,,0,0,-2,2,21.2,331,116,None,,0,2,-1.0,-0.5,0,Jimmy,0.0,5,1,12.6,346,123,519,False,66.2,327,126,180,,2021-01-01T10:30:19.319929Z,38,0,0,None,0,,218023.jpg,4.0,0,0,Dunne,4.3,False,None,a,4,90,38.0,288,93,8,878221,4380,668424,1859,0.0,2.1,Dunne,0
0,0,0,0,0,0,461102,None,,0,0,-1,1,0.0,447,183,None,,0,2,0.0,0.0,0,Bobby,0.0,0,0,0.0,477,183,520,False,0.0,470,183,0,Joined Barrow on loan until the end of the season. - Expected back 24 May,2021-01-24T15:00:27.128058Z,39,0,0,None,0,,461102.jpg,0.0,0,0,Thomas,0.6,False,None,u,4,90,0.0,423,166,0,48725,0,42244,630,0.0,0.0,Thomas,0
0,0,24,None,None,1,217401,None,,0,0,0,0,7.9,384,183,2,,0,3,-0.4,0.1,0,Josh,0.6,7,0,3.3,418,183,535,False,12.0,423,182,251,,None,45,0,0,None,0,,217401.jpg,1.8,0,0,Benson,0.0,False,None,a,4,90,13.0,361,172,9,3768,2,2952,18,0.1,2.0,Benson,0
0,0,0,None,None,0,195471,None,,0,0,0,0,0.0,466,187,None,,0,2,-1.0,-0.5,0,Anthony,0.0,0,0,0.0,494,187,536,False,0.0,487,187,0,,None,40,0,0,None,0,,195471.jpg,0.0,0,0,Driscoll-Glennon,0.1,False,None,a,4,90,0.0,443,171,0,6408,23,5910,36,0.0,0.0,Driscoll-Glennon,0
0,0,0,None,None,0,195064,None,,0,0,0,0,0.0,549,213,None,,0,3,-1.0,-0.5,0,Mace,0.0,0,0,0.0,567,214,551,False,0.0,561,212,0,,None,45,0,0,None,0,,195064.jpg,0.0,0,0,Goodridge,0.0,False,None,a,4,90,0.0,538,212,0,1241,4,1138,6,0.0,0.0,Goodridge,0
0,0,0,None,None,0,168399,None,,0,0,0,0,0.0,464,20,None,,0,1,-1.0,-0.5,0,Will,0.0,0,0,0.0,492,46,583,False,0.0,485,46,0,,None,40,0,0,None,0,,168399.jpg,0.0,0,0,Norris,0.1,False,None,a,4,90,0.0,441,15,0,14995,34,7330,29,0.0,0.0,Norris,0
0,0,0,None,None,0,461450,None,,0,0,0,0,0.0,569,68,None,,0,4,-1.0,-0.5,0,Max,0.0,0,0,0.0,586,69,591,False,0.0,581,65,0,,None,45,0,0,None,0,,461450.jpg,0.0,0,0,Thompson,0.1,False,None,a,4,90,0.0,559,68,0,16360,169,11513,109,0.0,0.0,Thompson,0
0,0,0,None,None,0,461096,None,,0,0,0,0,0.0,568,67,None,,0,4,-1.0,-0.5,0,Lewis,0.0,0,0,0.0,585,68,592,False,0.0,580,64,0,,None,45,0,0,None,0,,461096.jpg,0.0,0,0,Richardson,0.1,False,None,a,4,90,0.0,558,67,0,13388,78,9796,70,0.0,0.0,Richardson,0
