assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,None,None,0,465299,None,,0,0,0,0,0.0,571,229,None,,0,3,-1.0,-0.5,0,Anthony,0.0,0,0,0.0,588,230,612,False,0.0,583,229,0,,None,45,0,0,None,0,,465299.jpg,0.0,0,0,Mancini,0.0,False,None,a,4,90,0.0,561,229,0,346,6,204,8,0.0,0.0,Mancini,0
0,0,0,None,None,0,430367,None,,0,0,0,0,0.0,562,66,None,,0,4,-1.0,-0.5,0,Joel,0.0,0,0,0.0,579,67,613,False,0.0,574,63,0,,None,45,0,0,None,0,,430367.jpg,0.0,0,0,Mumbongo,0.0,False,None,a,4,90,0.0,551,66,0,1483,29,857,20,0.0,0.0,Mumbongo,0
0,0,7,None,None,0,20310,None,,0,0,-3,3,0.0,577,58,None,,0,1,1.0,0.5,0,Willy,0.0,3,0,0.4,458,34,101,False,4.2,443,34,90,,None,47,0,0,None,0,,20310.jpg,1.0,0,0,Caballero,0.2,False,None,a,5,8,0.0,567,54,1,5296,5,20572,13,0.0,0.2,Caballero,0
1,1,146,None,None,4,41328,None,,0,0,-4,4,103.1,181,42,None,,0,2,2.4,1.9,0,César,1.4,7,0,32.1,239,75,102,False,148.4,222,86,680,,None,56,0,0,None,0,,41328.jpg,3.4,0,0,Azpilicueta,2.4,False,None,a,5,8,70.0,222,62,31,88730,53,444667,248,0.3,5.5,Azpilicueta,3
0,3,95,100,100,1,44346,None,,0,0,-3,3,87.3,203,32,None,,1,4,3.0,2.5,0,Olivier,2.0,4,3,45.7,172,33,103,False,116.4,260,31,430,,2021-01-19T23:30:21.429577Z,67,0,0,None,0,,44346.jpg,2.9,0,0,Giroud,1.4,False,None,a,5,8,253.0,67,29,29,209709,525,224576,1343,0.3,4.3,Giroud,1
0,0,36,None,None,0,82263,None,,0,0,-4,4,28.1,316,104,5,,0,2,1.0,0.5,0,Marcos,0.0,6,0,8.5,368,135,104,False,37.0,370,143,225,,None,56,0,0,None,0,,82263.jpg,0.7,0,0,Alonso,1.4,False,None,a,5,8,20.0,335,119,2,41117,25,197093,93,0.0,0.4,Alonso,1
2,4,176,100,100,4,85955,None,,0,0,-3,3,99.5,185,115,None,,2,3,2.0,1.5,0,Jorge Luiz,1.0,8,3,42.7,185,93,105,False,227.6,154,59,700,,2020-09-14T21:30:11.281378Z,47,0,2,2,0,,85955.jpg,4.0,0,0,Frello Filho,3.8,False,None,a,5,8,99.0,179,95,44,1276939,263,1308438,2336,0.2,9.4,Jorginho,0
1,0,149,100,100,3,91651,None,,0,0,-2,2,140.2,139,91,None,,0,3,2.0,1.5,0,Mateo,1.0,15,0,34.1,230,109,107,False,132.8,238,98,828,,2020-11-07T22:30:21.934477Z,53,0,0,None,0,,91651.jpg,1.9,0,0,Kovacic,0.2,False,None,a,5,8,68.0,227,119,26,28102,21,36644,66,0.2,4.9,Kovacic,2
0,2,89,None,None,2,102380,None,,0,0,-5,5,20.2,335,120,None,,0,2,3.2,2.7,0,Antonio,2.2,3,0,15.4,329,111,109,False,93.6,286,109,360,,None,45,0,0,None,0,,102380.jpg,4.2,0,0,Rüdiger,0.7,False,None,a,5,8,40.0,285,92,17,33337,392,146714,146,0.5,3.8,Rüdiger,0
0,6,337,None,None,6,103192,None,,0,0,7,-7,45.9,269,74,None,,4,2,1.2,0.7,0,Kurt,0.2,17,4,64.2,90,15,110,False,416.6,26,2,1350,,None,57,0,0,None,0,,103192.jpg,5.2,0,0,Zouma,16.8,False,None,a,5,8,179.0,104,9,78,2433683,1110,1433174,19523,0.0,13.7,Zouma,1
0,0,24,None,None,1,109533,None,,0,0,-3,3,7.7,386,145,None,,0,2,1.0,0.5,0,Emerson,0.0,0,0,2.7,425,160,111,False,17.4,408,161,88,,None,47,0,0,None,0,,109533.jpg,3.5,0,0,Palmieri dos Santos,0.1,False,None,a,5,8,2.0,402,152,7,8873,7,17373,15,0.0,1.5,Emerson,0
0,0,40,100,100,0,109745,None,,0,0,-3,3,0.0,582,60,None,,0,1,1.0,0.5,0,Kepa,0.0,6,0,5.0,401,23,112,False,50.8,349,23,270,,2020-10-23T13:00:21.237423Z,47,0,0,None,0,,109745.jpg,2.0,0,8,Arrizabalaga,0.6,False,None,a,5,8,0.0,572,56,6,44647,28,168479,65,0.0,1.3,Arrizabalaga,0
1,0,245,75,75,6,116594,None,,0,0,-1,1,220.8,74,53,None,,0,3,1.0,0.7,0,N'Golo,0.4,21,0,52.9,142,76,113,False,274.6,118,42,1478,Hamstring injury - 75% chance of playing,2021-01-18T15:00:25.761365Z,49,0,0,None,0,,116594.jpg,2.2,0,0,Kanté,2.5,False,None,d,5,8,31.0,306,153,38,206679,34,391000,1031,0.1,7.8,Kanté,5
3,6,123,100,100,4,124183,2,,0,0,1,-1,214.1,77,56,6,,2,3,1.8,1.3,0,Hakim,0.8,6,1,50.4,152,80,114,False,140.8,228,94,546,,2020-12-05T23:00:19.905378Z,81,0,0,None,0,,124183.jpg,3.7,0,0,Ziyech,2.8,False,None,a,5,8,148.0,132,71,37,1648222,881,1650787,1394,0.1,4.6,Ziyech,3
0,0,53,100,100,0,135363,None,,0,0,-3,3,4.5,398,153,None,,0,2,1.4,0.9,0,Andreas,0.4,10,0,10.6,359,133,116,False,81.0,303,119,405,,2021-01-08T18:00:21.829181Z,47,0,0,None,0,,135363.jpg,0.4,1,0,Christensen,0.2,False,None,a,5,8,20.0,333,117,2,10018,26,25453,19,0.1,0.4,Christensen,1
5,5,231,100,100,6,165153,None,,0,0,-3,3,239.4,69,6,None,,1,4,2.0,1.5,0,Timo,1.0,18,4,120.8,20,7,117,False,296.0,99,12,1393,,2020-09-15T00:00:14.393762Z,92,0,0,1,0,,165153.jpg,3.7,0,0,Werner,11.7,False,None,a,5,8,673.0,12,7,70,1510120,9262,3884595,3387,0.1,7.6,Werner,0
2,8,219,None,None,5,173879,None,,0,0,-3,3,115.5,168,27,None,,1,4,1.6,1.1,0,Tammy,0.6,11,6,84.1,53,16,118,False,270.2,122,13,892,,None,72,0,0,None,0,,173879.jpg,3.9,0,0,Abraham,3.9,False,None,a,5,8,460.0,31,15,63,498766,3626,537285,2825,0.1,8.8,Abraham,0
1,0,111,100,100,4,176413,None,,0,0,-3,3,169.3,115,80,None,,0,3,2.6,2.1,0,Christian,1.6,13,1,62.9,94,54,119,False,136.8,233,96,872,,2020-12-12T22:00:13.289919Z,82,0,0,None,0,,176413.jpg,2.8,0,0,Pulisic,2.2,False,None,a,5,8,324.0,50,26,33,432585,799,999594,863,0.2,4.0,Pulisic,1
5,8,320,None,None,5,184341,1,,0,0,-2,2,719.2,4,4,1,,1,3,4.4,3.9,0,Mason,3.4,22,2,151.5,8,7,120,False,397.2,34,12,1529,,None,68,0,0,None,0,,184341.jpg,3.9,0,0,Mount,5.3,False,None,a,5,8,399.0,37,19,71,698002,1406,917143,3617,0.5,10.4,Mount,2
0,0,8,0,0,0,194794,None,,0,0,-3,3,0.1,439,176,None,,0,2,0.0,0.0,0,Fikayo,0.0,2,0,2.7,426,161,121,False,26.6,388,154,45,Joined AC Milan on loan on 22/1 until the end of the season. - Expected back 24 May,2021-01-24T12:30:20.925105Z,47,0,0,None,0,,194794.jpg,0.0,0,0,Tomori,0.2,False,None,u,5,8,0.0,576,214,0,8098,0,24818,168,0.0,0.0,Tomori,0
1,1,117,100,100,1,209046,5,,0,0,-3,3,175.5,106,75,None,,0,3,3.4,2.9,0,Callum,2.4,4,2,44.4,178,91,122,False,138.6,230,95,411,,2020-12-07T14:00:21.712069Z,57,0,0,None,0,,209046.jpg,2.8,0,0,Hudson-Odoi,0.3,False,None,a,5,8,129.0,148,79,28,41670,107,58808,356,0.4,4.9,Hudson-Odoi,0
2,9,283,100,100,4,225796,4,,0,0,1,-1,341.7,30,7,2,,2,2,1.2,0.7,0,Reece,0.2,17,1,80.9,59,8,123,False,305.0,92,32,1173,,2020-12-28T22:30:16.209052Z,51,0,0,None,0,,225796.jpg,4.0,0,0,James,6.9,False,None,a,5,8,160.0,116,16,56,1893640,1901,1989428,2838,0.0,11.0,James,3
0,0,10,100,100,0,243568,None,,0,0,-1,1,3.0,408,190,None,,0,3,1.2,0.7,0,Billy,0.2,0,0,1.5,443,190,124,False,12.4,421,181,34,,2020-08-15T10:00:11.591471Z,44,0,0,None,0,,243568.jpg,1.0,0,0,Gilmour,0.1,False,None,a,5,8,0.0,524,209,2,9466,35,14096,107,0.0,0.5,Gilmour,0
4,7,331,100,100,6,172850,3,,0,0,6,-6,317.3,37,9,None,,1,2,3.6,3.1,0,Benjamin,2.6,17,2,89.5,46,5,232,False,363.0,52,14,1350,,2020-12-21T22:30:15.840480Z,61,0,0,None,0,,172850.jpg,5.0,0,0,Chilwell,22.6,False,None,a,5,8,214.0,85,5,80,3442622,6876,2009689,11572,0.4,13.1,Chilwell,1
0,4,306,100,100,6,51090,None,,0,0,1,-1,50.5,260,68,None,,1,2,2.6,2.1,0,Thiago,1.6,16,2,56.5,115,27,490,False,378.4,47,10,1242,,2020-11-19T14:30:27.680277Z,56,0,0,None,0,,51090.jpg,4.3,0,0,Thiago,4.0,False,None,a,5,8,136.0,142,26,60,429973,1154,410907,1566,0.3,10.7,Thiago Silva,3
3,0,146,100,100,3,219847,None,,0,0,-3,3,182.9,103,72,3,,0,3,2.2,1.7,0,Kai,1.2,12,1,48.5,159,83,500,False,159.8,212,85,879,,2020-11-04T19:30:18.058353Z,82,0,0,None,0,,219847.jpg,2.6,0,0,Havertz,2.7,False,None,a,5,8,143.0,137,75,41,557533,491,1272516,471,0.1,5.0,Havertz,2
0,0,282,100,100,7,228286,None,,0,0,1,-1,0.0,620,67,None,,0,1,3.4,2.9,0,Edouard,2.4,14,0,23.3,284,19,548,False,231.4,150,19,1350,,2020-10-09T00:00:14.848511Z,51,0,0,None,0,,228286.jpg,3.9,0,29,Mendy,6.7,False,None,a,5,8,0.0,618,66,59,949562,1734,572481,2924,0.5,11.6,Mendy,0
0,0,0,None,None,0,431019,None,,0,0,0,0,0.0,473,25,None,,0,1,1.0,0.5,0,Karlo,0.0,0,0,0.0,500,50,593,False,0.0,493,50,0,,None,40,0,0,None,0,,431019.jpg,0.0,0,0,Ziger,0.8,False,None,a,5,8,0.0,450,20,0,71612,544,23422,263,0.0,0.0,Ziger,0
0,0,0,None,None,0,223332,None,,0,0,0,0,0.0,555,217,None,,0,3,1.0,0.5,0,Faustino,0.0,0,0,0.0,572,218,605,False,0.0,567,217,0,,None,45,0,0,None,0,,223332.jpg,0.0,0,0,Anjorin,0.0,False,None,a,5,8,0.0,544,216,0,402,2,299,9,0.0,0.0,Anjorin,0
2,1,73,100,100,1,94245,None,,0,0,-3,3,72.5,220,35,None,,0,4,1.8,1.8,6,Michy,1.8,10,1,31.1,245,37,108,False,84.2,297,35,457,,2020-09-27T12:30:10.890923Z,57,0,0,None,0,,94245.jpg,2.2,0,0,Batshuayi,0.6,False,None,a,6,31,156.0,122,38,27,58924,217,171739,108,0.3,4.7,Batshuayi,0
0,0,89,100,100,0,19419,None,,0,0,0,0,35.6,296,92,None,,0,2,0.2,0.2,1,Gary,0.2,19,0,20.1,302,100,125,False,126.4,251,96,630,,2020-12-24T14:00:15.266963Z,45,0,0,None,0,,19419.jpg,1.0,0,0,Cahill,0.1,False,None,a,6,31,38.0,290,95,7,14106,62,15862,30,0.0,1.6,Cahill,0
0,0,0,0,0,0,20066,None,,0,0,-2,2,0.0,492,34,None,,0,1,0.0,0.0,0,Wayne,0.0,0,0,0.0,517,57,126,False,0.0,510,57,0,Muscle injury - Unknown return date,2020-10-15T01:00:16.946989Z,43,0,0,None,0,,20066.jpg,0.0,0,0,Hennessey,0.3,False,None,i,6,31,0.0,476,30,0,6732,11,44209,42,0.0,0.0,Hennessey,0
0,0,33,0,0,0,40784,None,,0,0,-1,1,1.6,415,161,None,,0,2,0.0,0.0,0,Mamadou,0.0,8,0,4.5,408,153,127,False,36.6,371,144,275,Thigh injury - Unknown return date,2021-01-08T23:00:20.006701Z,44,0,0,None,0,,40784.jpg,1.0,0,0,Sakho,0.2,False,None,i,6,31,6.0,384,147,4,26078,4,28583,52,0.0,0.9,Sakho,0
0,9,337,None,None,3,40836,None,,0,0,-2,2,0.0,591,61,None,,3,1,4.8,4.8,2,Vicente,4.8,36,0,44.7,176,8,128,False,447.8,18,8,1800,,None,48,0,0,None,1,,40836.jpg,3.2,0,61,Guaita,3.2,False,None,a,6,31,0.0,584,58,64,420183,1620,412256,1239,1.0,13.3,Guaita,2
0,2,75,0,0,2,49413,None,,0,0,0,0,0.8,424,168,None,,0,2,0.0,0.0,0,James,3.2,8,0,7.6,373,138,129,False,65.2,331,127,387,Knock - Unknown return date,2021-01-25T15:30:25.041120Z,45,0,0,None,0,,49413.jpg,3.0,0,0,Tomkins,0.1,False,None,i,6,31,10.0,369,138,15,7300,6,5546,158,0.7,3.3,Tomkins,1
2,3,228,None,None,4,50471,None,,0,0,-3,3,202.3,86,62,None,,0,3,4.0,4.0,2,James,4.0,26,0,55.4,126,69,130,False,287.2,107,36,1465,,None,52,0,0,None,0,,50471.jpg,2.5,0,0,McArthur,0.1,False,None,a,6,31,65.0,233,123,45,7670,33,16518,63,0.8,8.7,McArthur,3
0,0,58,100,100,1,50472,5,,0,0,-2,2,29.7,312,166,None,,0,3,0.8,0.8,0,James,0.8,9,0,10.2,362,162,131,False,64.8,333,145,420,,2020-10-14T10:00:21.275991Z,43,0,0,None,0,,50472.jpg,1.7,0,0,McCarthy,1.1,False,None,a,6,31,8.0,374,177,12,137156,294,236415,829,0.2,2.8,McCarthy,1
2,3,103,100,100,1,54861,None,,0,0,0,0,120.0,167,26,None,,1,4,2.8,2.8,5,Christian,2.8,13,3,65.7,86,22,132,False,163.4,210,25,686,,2021-01-02T17:30:14.117437Z,55,0,0,None,0,,54861.jpg,2.8,1,0,Benteke,0.7,False,None,a,6,31,375.0,40,20,39,119781,1261,94061,593,0.5,7.1,Benteke,0
0,2,245,None,None,3,55037,None,,0,0,0,0,55.3,243,145,None,,0,3,2.0,2.0,2,Cheikhou,2.0,29,1,49.9,153,81,133,False,322.0,76,25,1682,,None,50,0,0,None,0,,55037.jpg,2.5,0,0,Kouyaté,0.4,False,None,a,6,31,120.0,157,85,48,81612,45,81012,295,0.4,9.6,Kouyaté,0
1,2,153,100,100,3,55494,None,,0,0,-2,2,75.2,216,50,None,,0,2,3.5,3.5,1,Joel,3.5,19,0,26.5,262,87,134,False,174.4,200,79,990,,2020-10-29T14:30:19.985440Z,43,0,0,None,0,,55494.jpg,2.6,0,0,Ward,0.8,False,None,a,6,31,15.0,352,129,29,84596,357,161520,375,0.8,6.7,Ward,3
0,0,0,0,0,0,58786,None,,0,0,-4,4,0.0,486,199,None,,0,2,0.0,0.0,0,Martin,0.0,0,0,0.0,513,199,135,False,0.0,506,199,0,Calf injury - Unknown return date,2020-12-04T19:00:20.235749Z,41,0,0,None,0,,58786.jpg,0.0,0,0,Kelly,0.2,False,None,i,6,31,0.0,463,183,0,9472,6,77687,48,0.0,0.0,Kelly,0
0,0,0,0,0,0,59125,None,,0,0,-1,1,0.0,525,64,None,,0,4,0.0,0.0,0,Connor,0.0,0,0,0.0,548,65,136,False,0.0,541,60,0,Muscle injury - Unknown return date,2020-09-06T03:00:11.034332Z,44,0,0,None,0,,59125.jpg,0.0,0,0,Wickham,0.6,False,None,i,6,31,0.0,511,64,0,66416,668,113072,409,0.0,0.0,Wickham,0
3,6,228,None,None,4,60252,2,,0,0,-4,4,413.3,19,15,4,,0,3,2.5,2.5,2,Andros,2.5,21,1,87.1,47,29,137,False,307.0,90,33,1343,,None,56,0,0,None,0,,60252.jpg,3.2,0,0,Townsend,1.3,False,None,a,6,31,149.0,131,70,58,393323,61,393156,657,0.4,10.4,Townsend,0
0,0,147,100,100,2,66975,3,,0,0,-4,4,151.1,134,89,1,,0,3,2.5,2.5,2,Luka,2.5,25,0,35.3,227,107,138,False,142.2,227,93,1041,,2021-01-03T17:30:23.119822Z,56,0,0,1,0,,66975.jpg,1.4,1,0,Milivojevic,0.2,False,None,a,6,31,61.0,244,125,23,8871,11,59459,54,0.4,4.1,Milivojevic,4
2,0,140,100,100,0,74230,4,,0,0,-1,1,138.7,142,30,2,,0,2,0.0,0.0,0,Patrick,0.0,20,0,40.8,198,57,139,False,137.6,231,90,828,,2020-08-15T10:00:11.682747Z,54,0,0,2,0,,74230.jpg,1.8,0,0,van Aanholt,0.4,False,None,a,6,31,131.0,143,27,18,127113,58,113968,488,0.0,3.3,van Aanholt,1
2,2,104,100,100,2,80146,None,,0,0,-4,4,86.7,204,33,None,,0,4,2.0,2.0,4,Jordan,2.0,20,1,41.2,196,34,140,False,118.6,256,30,868,,2020-10-18T17:30:11.950512Z,56,0,0,4,0,,80146.jpg,2.3,0,0,Ayew,1.5,False,None,a,6,31,207.0,89,35,37,144772,297,489955,394,0.4,6.6,Ayew,0
3,11,251,100,100,3,82403,None,,0,0,2,-2,240.5,67,48,None,,3,3,3.2,3.2,7,Wilfried,3.2,29,9,133.0,18,12,141,False,412.2,28,10,1520,,2021-01-18T00:00:23.990773Z,72,0,0,3,0,,82403.jpg,5.8,0,0,Zaha,14.8,False,None,a,6,31,677.0,11,5,99,3760846,6840,3545526,7023,0.4,13.8,Zaha,3
1,3,121,0,0,4,86417,None,,0,0,-1,1,158.1,123,83,None,,1,3,0.0,0.0,0,Jeffrey,1.5,17,2,60.7,100,56,142,False,219.8,161,62,973,Hamstring injury - Unknown return date,2021-01-02T17:30:14.150779Z,54,0,0,None,0,,86417.jpg,2.9,0,0,Schlupp,0.1,False,None,i,6,31,230.0,77,43,44,14418,3,19274,40,0.3,8.1,Schlupp,2
0,0,0,0,0,0,141020,None,,0,0,-3,3,0.0,583,235,None,,0,3,0.0,0.0,0,Max,0.0,0,0,0.0,596,235,143,False,0.0,593,235,0,Left the club on 15/1,2021-01-15T23:30:26.650176Z,47,0,0,None,0,,141020.jpg,0.0,0,0,Meyer,0.0,False,None,u,6,31,0.0,573,234,0,2134,0,4775,13,0.0,0.0,Meyer,0
0,1,111,100,100,2,173954,None,,0,0,-1,1,78.3,209,128,None,,1,3,0.8,0.8,1,Jairo,0.8,13,1,25.3,272,127,144,False,131.0,242,100,632,,2020-10-24T17:00:21.697186Z,44,0,0,None,0,,173954.jpg,1.9,0,0,Riedewald,1.2,False,None,a,6,31,43.0,281,142,30,254060,147,191026,1889,0.2,6.8,Riedewald,0
0,0,0,0,0,0,232423,None,,0,0,-1,1,0.0,444,180,None,,0,2,0.0,0.0,0,Nathan,0.0,0,0,0.0,474,180,145,False,0.0,467,180,0,Thigh injury - Unknown return date,2020-08-26T09:30:07.992498Z,39,0,0,None,0,,232423.jpg,0.0,0,0,Ferguson,0.5,False,None,i,6,31,0.0,419,162,0,36255,35,114976,168,0.0,0.0,Ferguson,0
1,2,155,100,100,3,244723,None,,0,0,-1,1,48.7,264,72,None,,1,2,3.8,3.8,1,Tyrick,3.8,17,0,25.4,271,90,146,False,185.4,186,73,990,,2020-12-11T13:30:17.644766Z,39,0,0,None,0,,244723.jpg,2.9,0,0,Mitchell,18.2,False,None,a,6,31,19.0,336,120,32,1988041,10300,1657686,6593,1.0,8.2,Mitchell,1
0,0,0,None,None,0,466955,None,,0,0,-2,2,0.0,520,203,None,,0,3,0.0,0.0,0,Brandon,0.0,0,0,0.0,544,204,147,False,0.0,537,202,0,,None,43,0,0,None,0,,466955.jpg,0.0,0,0,Pierrick,0.1,False,None,a,6,31,0.0,505,201,0,10327,88,12573,70,0.0,0.0,Pierrick,0
0,1,124,100,100,1,19188,None,,0,0,-2,2,13.6,357,132,None,,0,2,0.0,0.0,0,Scott,0.0,11,1,25.8,267,89,486,False,156.4,214,84,720,,2021-01-07T18:30:17.505449Z,43,0,0,None,0,,19188.jpg,2.9,0,0,Dann,0.5,False,None,a,6,31,87.0,198,51,23,97145,19,120507,201,0.0,5.3,Dann,1
3,5,220,100,100,1,232413,1,,0,0,-2,2,328.0,33,24,3,,1,3,3.0,3.0,2,Eberechi,3.0,30,2,77.8,62,35,489,False,267.0,124,46,1228,,2020-11-17T23:00:19.063388Z,58,0,0,None,0,,232413.jpg,3.0,0,0,Eze,0.8,False,None,a,6,31,183.0,101,57,54,152560,219,140768,1717,0.5,9.3,Eze,2
0,0,0,100,100,0,221272,None,,0,0,0,0,0.0,470,188,None,,0,2,0.0,0.0,0,Sam,0.0,0,0,0.0,497,188,522,False,0.0,490,188,0,,2020-09-15T22:30:15.910235Z,40,0,0,None,0,,221272.jpg,0.0,0,0,Woods,0.6,False,None,a,6,31,0.0,447,172,0,62453,54,46193,190,0.0,0.0,Woods,0
0,0,0,0,0,0,114536,None,,0,0,0,0,0.0,463,186,None,,0,2,0.0,0.0,0,Ryan,0.0,0,0,0.0,491,186,534,False,0.0,484,186,0,Transferred to Charlton Athletic,2020-10-14T08:31:08.806610Z,40,0,0,None,0,,114536.jpg,0.0,0,0,Inniss,0.0,False,None,u,6,31,0.0,440,170,0,4884,0,6172,2,0.0,0.0,Inniss,0
1,0,126,None,None,1,57328,None,,0,0,0,0,49.5,262,70,None,,0,2,0.0,0.0,0,Nathaniel,0.0,16,0,19.8,304,101,577,False,117.6,259,100,791,,None,45,0,0,None,0,,57328.jpg,2.1,0,0,Clyne,0.2,False,None,a,6,31,29.0,310,104,19,56024,20,45520,286,0.0,4.2,Clyne,1
0,0,0,None,None,0,42525,None,,0,0,0,0,0.0,456,13,None,,0,1,0.0,0.0,0,Stephen,0.0,0,0,0.0,485,40,578,False,0.0,478,40,0,,None,40,0,0,None,0,,42525.jpg,0.0,0,0,Henderson,0.5,False,None,a,6,31,0.0,433,8,0,54413,107,22075,127,0.0,0.0,Henderson,0
0,0,0,100,100,0,105666,None,,0,0,0,0,0.0,544,54,None,,0,1,0.0,0.0,0,Jack,0.0,0,0,0.0,563,71,586,False,0.0,557,71,0,,2020-10-23T13:30:19.850079Z,45,0,0,None,0,,105666.jpg,0.0,0,0,Butland,0.0,False,None,a,6,31,0.0,533,50,0,4526,14,3293,23,0.0,0.0,Butland,0
0,0,0,100,0,0,231747,None,,0,0,0,0,0.0,641,83,None,,0,4,2.0,0.0,0,Jean-Philippe,0.0,0,0,0.0,641,83,641,False,0.0,640,82,0,,2021-01-25T15:30:25.996892Z,60,0,0,None,0,,231747.jpg,0.0,0,0,Mateta,0.0,False,None,a,6,31,0.0,641,83,0,1585,90,636,56,0.0,0.0,Mateta,0
0,0,38,0,0,0,41823,None,,0,0,-1,1,18.6,336,171,None,,0,3,0.0,0.0,0,Fabian,0.0,5,0,4.6,407,181,149,False,26.2,389,166,211,Hamstring injury - Unknown return date,2020-12-05T15:30:20.402727Z,49,0,0,None,0,,41823.jpg,1.2,0,0,Delph,0.0,False,None,i,7,11,1.0,411,193,6,2257,1,4883,5,0.0,1.2,Delph,0
2,8,183,None,None,4,55422,2,,0,0,-2,2,310.8,38,28,3,,2,3,1.7,1.2,0,Gylfi,1.7,10,2,67.6,81,48,150,False,209.2,167,64,895,,None,68,0,0,1,0,,55422.jpg,3.3,0,0,Sigurdsson,1.5,False,None,a,7,11,156.0,123,66,53,172362,231,179159,1621,0.3,7.8,Sigurdsson,0
0,0,0,None,None,0,57513,None,,0,0,-2,2,0.0,494,35,None,,0,1,0.0,-0.5,0,Jonas,0.0,0,0,0.0,519,58,151,False,0.0,512,58,0,,None,43,0,0,None,0,,57513.jpg,0.0,0,0,Lössl,0.1,False,None,a,7,11,0.0,478,31,0,3117,9,8732,14,0.0,0.0,Lössl,0
1,1,121,100,100,1,59949,None,,0,0,-2,2,64.2,228,53,None,,0,2,1.0,0.5,0,Seamus,1.0,9,0,25.3,274,91,152,False,130.8,244,94,572,,2020-11-13T11:00:14.415890Z,48,0,0,None,0,,59949.jpg,2.1,0,0,Coleman,0.6,False,None,a,7,11,57.0,252,76,21,200424,124,241001,132,0.2,4.4,Coleman,0
0,0,12,100,100,0,66838,None,,0,0,0,0,11.6,368,52,None,,0,4,0.3,-0.2,0,Cenk,0.3,3,0,1.8,438,58,153,False,2.2,452,55,44,,2020-08-15T10:00:11.707165Z,60,0,0,None,0,,66838.jpg,0.8,0,0,Tosun,0.0,False,None,a,7,11,4.0,397,61,4,7526,22,6734,62,0.0,0.7,Tosun,1
0,1,44,None,None,1,100649,None,,0,0,-3,3,88.4,202,125,None,,0,3,1.0,0.5,0,Bernard,1.0,4,1,22.8,291,136,154,False,78.0,308,131,271,,None,57,0,0,None,0,,100649.jpg,2.2,0,0,Anício Caldeira Duarte,0.1,False,None,a,7,11,61.0,245,126,13,10592,15,18582,33,0.2,2.3,Bernard,2
6,8,192,100,100,1,101188,3,,0,0,0,0,246.7,63,14,2,,1,2,1.7,1.2,0,Lucas,1.7,15,0,51.7,146,38,155,False,223.0,160,63,791,,2020-11-26T14:30:25.951853Z,60,0,0,None,0,,101188.jpg,4.3,1,0,Digne,5.1,False,None,a,7,11,46.0,275,86,39,1298045,3105,1667712,623,0.3,6.5,Digne,0
0,6,315,None,None,4,106611,None,,0,0,1,-1,38.6,287,87,None,,2,2,3.7,3.2,0,Michael,3.7,20,3,61.1,99,21,156,False,412.8,27,3,1415,,None,51,0,0,None,0,,106611.jpg,4.1,0,0,Keane,5.2,False,None,a,7,11,159.0,117,17,65,720105,2241,526795,1966,0.7,12.7,Keane,0
0,3,251,None,None,3,111234,None,,0,0,-2,2,10.0,377,3,None,,0,1,1.7,1.2,0,Jordan,1.7,19,0,33.3,234,15,157,False,322.8,75,15,1350,,None,48,0,0,None,0,,111234.jpg,3.1,0,42,Pickford,5.6,False,None,a,7,11,0.0,591,60,46,545128,1130,675361,987,0.4,9.6,Pickford,1
1,0,63,100,100,2,120250,4,,0,0,-2,2,97.9,189,118,None,,0,3,1.7,1.2,0,André Filipe,1.7,8,0,19.4,308,145,158,False,65.6,329,143,570,,2020-12-19T23:30:21.112204Z,53,0,0,None,0,,120250.jpg,1.7,0,0,Tavares Gomes,0.2,False,None,a,7,11,34.0,301,150,20,22251,9,40993,51,0.3,3.8,André Gomes,2
3,1,179,None,None,4,153133,None,,0,0,-1,1,173.3,108,76,None,,1,3,2.7,2.2,0,Alex,2.7,11,1,56.3,117,64,159,False,208.6,168,65,865,,None,59,0,0,None,0,,153133.jpg,2.9,0,0,Iwobi,0.3,False,None,a,7,11,181.0,103,59,43,30909,96,32275,226,0.5,7.3,Iwobi,0
0,0,19,100,100,0,153673,None,,0,0,-2,2,8.1,382,143,None,,0,2,0.0,-0.5,0,Jonjoe,0.0,1,0,2.8,423,159,160,False,11.0,428,167,78,,2020-09-30T21:00:17.565989Z,43,0,0,None,0,,153673.jpg,1.2,0,0,Kenny,0.1,False,None,a,7,11,8.0,375,141,5,7801,20,18384,29,0.0,1.2,Kenny,0
